LAT,LNG,PID,NUM,STR,CITY,ZIP
-98.53309379999999,38.6020326,0051020300000002010,1650,NE 130 AVE,Claflin,67525
-98.49661550000002,38.673258000000004,0050111200000004010,2146,NE 150 AVE,Holyrood,67450
-98.55547055,38.6528852,005014170000000300A,1192,NE 200 RD,Claflin,67525
-98.59059035000001,38.63583435000001,005027250000000100A,1885,NE 100 AVE,Claflin,67525
-98.5359374,38.5891016,005102090000000100A,0000,NE 130 AVE,Claflin,67525
-98.59503825000002,38.605229,0050910100000001000,1677,NE 100 AVE,Claflin,67525
-98.60473114999999,38.60519835,0050910100000002000,0000,NE 90 AVE,Claflin,67525
-98.60438255,38.59803875,0050910100000003000,1618,NE 90 AVE,Claflin,67525
-98.59490620000001,38.59618555,0050910100000004000,000,NE 160 RD,Claflin,67525
-98.5949507,38.5997773,0050910100000005000,0000,NE 100 AVE,Claflin,67525
-98.61429715,38.60514475,0050910200000001000,1671,NE 90 AVE,Claflin,67525
-98.62068585,38.598101850000006,0050910200000004000,000,NE 160 RD,Claflin,67525
-98.6138182,38.598076199999994,0050910200000005000,1611,NE 90 AVE,Claflin,67525
-98.61358685,38.587126600000005,0050911100000001000,1557,NE 90 AVE,Claflin,67525
-98.61582710000002,38.59075325,0050911100000002000,000,NE 160 RD,Claflin,67525
-98.62269515,38.59077925,0050911100000003000,000,NE 160 RD,Claflin,67525
-98.59253955,38.59065605,0050911200000001000,0000,NE 100 AVE,Claflin,67525
-98.59717915000002,38.590676249999994,0050911200000002000,000,NE 160 RD,Claflin,67525
-98.6041554,38.5907061,0050911200000003000,000,NE 160 RD,Claflin,67525
-98.5946547,38.64150325,0050262400000001010,0000,NE 100 AVE,Claflin,67525
-98.55480855,38.61978595000001,0050193200000001010,1779,NE 120 AVE,Claflin,67525
-98.5767712,38.61972250000001,0050193100000001010,0000,NE 180 RD,Claflin,67525
-98.58558355,38.619718500000005,0050193100000002000,0000,NE 180 RD,Claflin,67525
-98.5856294,38.61253950000001,0050193100000003000,0000,NE 170 RD,Claflin,67525
-98.57679365,38.612537800000005,0050193100000004000,0000,NE 170 RD,Claflin,67525
-98.55843279999999,38.6197128,0050193200000001000,0000,NE 120 AVE,Claflin,67525
-98.56750249999999,38.619719950000004,0050193200000002000,1788,NE 110 AVE,Claflin,67525
-98.55838159999999,38.61252730000001,0050193200000004000,0000,NE 120 AVE,Claflin,67525
-98.56748214999999,38.6125344,0050193200000003000,0000,NE 110 AVE,Claflin,67525
-98.48469815000001,38.65159745,0050162400000001000,0000,NE 200 RD,Holyrood,67450
-98.49380810000001,38.6489101,0050162400000003000,0000,NE 200 RD,Holyrood,67450
-98.49380450000001,38.643480350000004,0050162400000004000,0000,NE 150 AVE,Holyrood,67450
-98.49380205,38.6398838,0050162400000005000,0000,NE 190 RD,HOLYROOD,67450
-98.48468175000001,38.64349825000001,0050162400000002000,0000,NE 190 RD,HOLYROOD,67450
-98.52501914999999,38.6707863,0050121000000002000,0000,NE 210 RD,Claflin,67525
-98.55684005,38.6951526,0050130500000002000,0000,CLEVELAND RD,Claflin,67525
-98.55832314999999,38.692767,0050130500000002000,0000,CLEVELAND RD,Claflin,67525
-98.5557991,38.691076200000005,0050130500000001000,0000,CLEVELAND RD,Claflin,67525
-98.5651729,38.692761850000004,0050130500000003000,0000,NE 230 RD,Claflin,67525
-98.56972830000001,38.69275665000001,0050130500000004000,0000,NE 110 AVE,Claflin,67525
-98.5629769,38.685172400000006,0050130500000005000,0000,NE 220 RD,Claflin,67525
-98.57673894999999,38.69277335000001,0050130600000001000,0000,NE 230 RD,HOISINGTON,67544
-98.5834542,38.692774850000006,0050130600000002000,0000,NE 230 RD,HOISINGTON,67544
-98.58784360000001,38.69277395,0050130600000003000,0000,NE 100 AVE,HOISINGTON,67544
-98.5857228,38.68515785,0050130600000004000,0000,NE 100 AVE,HOISINGTON,67544
-98.57690825,38.6851532,0050130600000005000,0000,NE 220 RD,HOISINGTON,67544
-98.57700409999998,38.677838799999996,0050130700000001000,0000,NE 220 RD,HOISINGTON,67544
-98.58580315,38.67966025,0050130700000002000,0000,NE 100 AVE,HOISINGTON,67544
-98.58580320000002,38.676053800000005,0050130700000003000,0000,NE 100 AVE,HOISINGTON,67544
-98.58122924999999,38.670600500000006,0050130700000004000,2144,NE 100 AVE,HOISINGTON,67544
-98.4938038,38.65623785,0050161300000002010,2030,NE 150 AVE,Holyrood,67450
-98.53464735,38.590735550000005,0051021000000002010,1574,NE 130 AVE,Claflin,67525
-98.54458929999998,38.5980506,0051020400000003000,1238,NE 160 RD,Claflin,67525
-98.55842035,38.6016356,0051030500000001000,1198,NE 160 RD,Claflin,67525
-98.56755319999999,38.60164065000001,0051030500000003000,1624,NE 110 AVE,Claflin,67525
-98.57682925,38.605221,0051030600000001000,0000,NE 110 AVE,Claflin,67525
-98.585668,38.6052023,0051030600000002000,0000,NE 170 RD,Claflin,67525
-98.58572715,38.59799220000001,0051030600000003000,1008,NE 160 RD,Claflin,67525
-98.57690410000001,38.59803425,0051030600000004000,0000,NE 160 RD,Claflin,67525
-98.5769804,38.590719699999994,0051030700000001000,0000,NE 160 RD,Claflin,67525
-98.58579095000002,38.5906735,0051030700000002000,0000,NE 160 RD,Claflin,67525
-98.55530375000001,38.59082015,0051030800000001000,1577,NE 120 AVE,Claflin,67525
-98.55849185,38.5907435,0051030800000002000,0000,NE 120 AVE,Claflin,67525
-98.56764935,38.5907458,0051030800000003000,1129,NE 160 RD,Claflin,67525
-98.48462795,38.605316050000006,0051010100000001000,0000,NE 170 RD,Holyrood,67450
-98.49371315000002,38.605310450000005,0051010100000002000,0000,NE 170 RD,Holyrood,67450
-98.49376195,38.598101400000004,0051010100000003000,0000,NE 150 AVE,Claflin,67525
-98.48687990000002,38.5981065,0051010100000004000,0000,NE 160 RD,Claflin,67525
-98.48236215,38.598123300000005,0051010100000005000,0000,NE 160 AVE,Claflin,67525
-98.50763315,38.601711,0051010200000001000,1651,NE 150 AVE,Holyrood,67450
-98.50312275,38.590778799999995,0051011100000001000,1589,NE 150 AVE,Holyrood,67450
-98.48470080000001,38.5907876,0051011200000001000,0000,NE 160 AVE,Claflin,67525
-98.49379865,38.59079075,0051011200000002000,0000,NE 150 AVE,Claflin,67525
-98.52150385000002,38.60528965,0051020300000001000,0000,NE 140 AVE,Claflin,67525
-98.53059295,38.605270450000006,0051020300000002000,1650,NE 130 AVE,Claflin,67525
-98.53293070000001,38.5980405,0051020300000003000,0000,NE 130 AVE,Claflin,67525
-98.5238579,38.5980522,0051020300000004000,0000,NE 140 AVE,Claflin,67525
-98.51745655,38.59748625,0051020300000004010,1621,NE 140 AVE,Claflin,67525
-98.53999805000001,38.602942,0051020400000001000,0000,NE 130 AVE,Claflin,67525
-98.54906905000001,38.605240949999995,0051020400000002000,0000,NE 120 AVE,Claflin,67525
-98.5400491,38.59071025,0051020900000001000,1561,NE 130 AVE,Claflin,67525
-98.54914455,38.590717100000006,0051020900000002000,0000,NE 160 RD,Claflin,67525
-98.5529172,38.5890538,0051020900000002020,1560,NE 120 AVE,Claflin,67525
-98.52159664999999,38.59071625,0051021000000001000,1579,NE 140 AVE,Claflin,67525
-98.5306536,38.59069905,0051021000000002000,0000,NE 130 AVE,Claflin,67525
-98.59473705,38.66322335,0050261300000001000,000,NE 210 RD,HOISINGTON,67544
-98.60386965000001,38.66307515,0050261300000002000,2064,NE 90 AVE,Hoisington,67544
-98.6038394,38.6558878,0050261300000003000,0000,NE 90 AVE,Claflin,67525
-98.51226855000002,38.5907545,0051011100000001010,0000,NE 160 RD,Holyrood,67450
-98.5770259,38.67241545,0050130700000005000,0000,NE 110 AVE,HOISINGTON,67544
-98.56309185,38.67785765,0050130800000001000,0000,NE 120 AVE,Claflin,67525
-98.5676947,38.6724254,0050130800000002000,2150,NE 110 AVE,Claflin,67525
-98.567713,38.668826800000005,0050130800000003000,0000,NE 210 RD,Claflin,67525
-98.5585681,38.67066855,0050130800000004000,0000,NE 210 RD,Claflin,67525
-98.55423305,38.66731035,0050130800000004000,0000,NE 210 RD,Claflin,67525
-98.55855125000001,38.6633379,0050141700000001000,0000,NE 210 RD,Claflin,67525
-98.56773335,38.6633097,0050141700000002000,0000,NE 210 RD,Claflin,67525
-98.5631344,38.656129150000005,0050141700000003000,1192,NE 200 RD,Claflin,67525
-98.57705665,38.6633291,0050141800000001000,0000,NE 110 AVE,HOISINGTON,67544
-98.58349999999999,38.6597187,0050141800000003000,1012,NE 200 RD,Claflin,67525
-98.57476279999999,38.65609535,0050141800000005000,0000,NE 110 AVE,Claflin,67525
-98.58555435000001,38.6415652,0050141900000001000,0000,NE 100 AVE,Claflin,67525
-98.581227,38.64875835000001,0050141900000001010,0000,NE 200 RD,Claflin,67525
-98.5893499,38.64348445,0050141900000002000,1938,NE 100 AVE,Claflin,67525
-98.57685785000001,38.641567550000005,0050141900000004000,0000,NE 190 RD,Claflin,67525
-98.57504424999999,38.639241000000005,0050141900000004010,1080,NE 190 RD,Claflin,67525
-98.56319119999998,38.6452001,0050142000000001000,1950,NE 110 AVE,Claflin,67525
-98.56776095,38.6415761,0050142000000002000,0000,NE 190 RD,Claflin,67525
-98.52162410000001,38.6634703,0050151500000001000,0000,NE 210 RD,Claflin,67525
-98.52852089999999,38.66347915,0050151500000002000,0000,NE 210 RD,Claflin,67525
-98.53308834999999,38.66348495,0050151500000003000,0000,NE 130 AVE,Claflin,67525
-98.5285371,38.656281899999996,0050151500000004000,0000,NE 200 RD,Claflin,67525
-98.53309395,38.6562862,0050151500000004010,0000,NE 130 AVE,Claflin,67525
-98.52165625,38.65627535,0050151500000005000,0000,NE 200 RD,Claflin,67525
-98.5401408,38.659851950000004,0050151600000001000,0000,NE 200 RD,Claflin,67525
-98.54931855000001,38.66338450000001,0050151600000002000,0000,NE 210 RD,Claflin,67525
-98.54932515000002,38.656175450000006,0050151600000003000,0000,NE 200 RD,Claflin,67525
-98.54701275000001,38.65708119999999,0050151600000004000,0000,NE 200 RD,Claflin,67525
-98.54470960000002,38.64890690000001,0050152100000001000,0000,NE 200 RD,Claflin,67525
-98.54928360000001,38.64705595000001,0050152100000002000,0000,NE 120 AVE,Claflin,67525
-98.54929395,38.641619399999996,0050152100000003000,0000,NE 120 AVE,Claflin,67525
-98.54015290000001,38.64166145000001,0050152100000004000,1252,NE 190 RD,Claflin,67525
-98.52166305,38.6489303,0050152200000001000,0000,NE 200 RD,Claflin,67525
-98.53079054999999,38.64892935,0050152200000002000,0000,NE 200 RD,Claflin,67525
-98.53078635,38.641694900000005,0050152200000004000,1340,NE 190 RD,Claflin,67525
-98.534688,38.6413856,0050152200000004010,1928,NE 130 AVE,Claflin,67525
-98.5216423,38.64171180000001,0050152200000005000,0000,NE 190 RD,Claflin,67525
-98.48467530000002,38.6598282,0050161300000001000,2065,NE 160 AVE,Holyrood,67450
-98.4937919,38.6634503,0050161300000002000,0000,NE 150 AVE,Holyrood,67450
-98.49431665,38.65297145,0050161300000003000,0000,NE 200 RD,Holyrood,67450
-98.50314795,38.65988815,0050161400000001000,0000,NE 150 AVE,Holyrood,67450
-98.5122961,38.663458899999995,0050161400000002000,0000,NE 140 AVE,Holyrood,67450
-98.5123307,38.6562694,0050161400000003000,0000,NE 200 RD,Holyrood,67450
-98.50315585000001,38.64892745,0050162300000001000,0000,NE 150 AVE,Holyrood,67450
-98.5123355,38.64892940000001,0050162300000002000,0000,NE 140 AVE,Holyrood,67450
-98.51231245,38.64172230000001,0050162300000003000,0000,NE 190 RD,HOLYROOD,67450
-98.5031449,38.64171880000001,0050162300000004000,0000,NE 190 RD,HOLYROOD,67450
-98.48467390000002,38.634323050000006,0050172500000001000,0000,NE 190 RD,HOLYROOD,67450
-98.4937928,38.6343428,0050172500000002000,0000,NE 190 RD,HOLYROOD,67450
-98.49375565,38.6271639,0050172500000003000,0000,NE 150 AVE,Holyrood,67450
-98.48469540000002,38.64981349999999,0050162400000001010,0000,NE 160 AVE,Holyrood,67450
-98.48465375,38.627148700000006,0050172500000004000,0000,NE 180 RD,Holyrood,67450
-98.4832893,38.624208949999996,0050172500000005000,1502,NE 180 RD,Holyrood,67450
-98.50310615000001,38.63435395,0050172600000001000,0000,NE 150 AVE,Holyrood,67450
-98.50803175000001,38.6375474,0050172600000002000,0000,NE 190 RD,HOLYROOD,67450
-98.51226790000001,38.63435870000001,0050172600000003000,1433,NE 190 RD,HOLYROOD,67450
-98.5122017,38.62717880000001,0050172600000004000,0000,NE 140 AVE,Holyrood,67450
-98.50305645,38.627173150000004,0050172600000005000,1835,NE 150 AVE,Holyrood,67450
-98.50301630000001,38.61984175,0050173500000001000,0000,NE 180 RD,Holyrood,67450
-98.51216075,38.62166499999999,0050173500000002000,0000,NE 180 RD,Holyrood,67450
-98.5121505,38.6144656,0050173500000003000,1426,NE 170 RD,Holyrood,67450
-98.50299955,38.61263965,0050173500000004000,0000,NE 170 RD,Holyrood,67450
-98.48462995,38.61982795,0050173600000001000,0000,NE 180 RD,Holyrood,67450
-98.4937254,38.619836500000005,0050173600000002000,1535,NE 180 RD,Holyrood,67450
-98.493706,38.6126347,0050173600000003000,0000,NE 170 RD,Holyrood,67450
-98.4846139,38.6126353,0050173600000004000,0000,NE 170 RD,Holyrood,67450
-98.52158664999999,38.634348200000005,0050182700000001000,0000,NE 190 RD,Claflin,67525
-98.52417474999999,38.637051150000005,0050182700000002000,1371,NE 190 RD,Claflin,67525
-98.53070825,38.634322850000004,0050182700000003000,1339,NE 190 RD,Claflin,67525
-98.5260471,38.62715510000001,0050182700000005000,1332,NE 180 RD,Claflin,67525
-98.54008420000001,38.63071545000001,0050182800000001000,0000,NE 130 AVE,Claflin,67525
-98.5492768,38.6360822,0050182800000002000,0000,NE 120 AVE,Claflin,67525
-98.54923775,38.6324846,0050182800000003000,0000,NE 120 AVE,Claflin,67525
-98.54917715,38.62708094999999,0050182800000004000,0000,NE 120 AVE,Claflin,67525
-98.53729235,38.63013110000001,0050182800000006000,1845,NE 130 AVE,Claflin,67525
-98.53767135,38.619776200000004,0050183300000001000,0000,NE 130 AVE,Claflin,67525
-98.54222495000002,38.61975830000001,0050183300000002000,0000,NE 180 RD,Claflin,67525
-98.54912845000001,38.61972965000001,0050183300000003000,0000,NE 180 RD,Claflin,67525
-98.54908285000002,38.6125425,0050183300000004000,1704,NE 120 AVE,Claflin,67525
-98.54221000000001,38.6125689,0050183300000005000,0000,NE 170 RD,Claflin,67525
-98.53767615,38.61258625000001,0050183300000006000,0000,NE 130 AVE,Claflin,67525
-98.52600345,38.6180085,0050183400000001000,0000,NE 180 RD,Claflin,67525
-98.53464045000001,38.62307470000001,0050183400000001010,0000,NE 180 RD,Claflin,67525
-98.52600635,38.6108102,0050183400000004000,0000,NE 140 AVE,Claflin,67525
-98.55860580000001,38.63424755,0050192900000001000,1155,NE 190 RD,Claflin,67525
-98.56771225,38.634243100000006,0050192900000002000,0000,NE 190 RD,Claflin,67525
-98.56759134999999,38.6270653,0050192900000003000,0000,NE 180 RD,Claflin,67525
-98.5607546,38.6270636,0050192900000004000,0000,NE 180 RD,Claflin,67525
-98.5562228,38.62706165,0050192900000005000,0000,NE 120 AVE,Claflin,67525
-98.57699715,38.634240500000004,0050193000000001000,0000,NE 110 AVE,Claflin,67525
-98.58566454999999,38.634241450000005,0050193000000002000,0000,NE 100 AVE,Claflin,67525
-98.58559109999999,38.6270607,0050193000000003000,1821,SANTA FE AVE,HITSCHMANN,67525
-98.58399355,38.62568680000001,0050193000000004000,1815,MAIN ST,HITSCHMANN,67525
-98.58336109999999,38.624536250000006,0050193000000005000,0000,MAIN ST,HITSCHMANN,67525
-98.5825209,38.625061300000006,0050193000000006000,1812,MAIN ST,HITSCHMANN,67525
-98.58204810000001,38.62469955,0050193000000007000,1805,SANTA FE AVE,HITSCHMANN,67525
-98.58204810000001,38.62469955,0050193000000007000,1807,SANTA FE AVE,HITSCHMANN,67525
-98.58202949999999,38.62368425,0050193000000008000,0000,SANTA FE AVE,HITSCHMANN,67525
-98.5813047,38.62509570000001,0050193000000009000,1812,SANTA FE AVE,HITSCHMANN,67525
-98.58103775,38.6246395,0050193000000010000,0000,SANTA FE AVE,HITSCHMANN,67525
-98.57683925,38.6270648,0050193000000011000,1084,NE 180 RD,Claflin,67525
-98.57257759999999,38.623032300000006,0050193100000001000,1097,NE 180 RD,Claflin,67525
-98.59471780000001,38.65601615,0050261300000004000,000,NE 200 RD,Claflin,67525
-98.5928128,38.652759950000004,0050261300000005000,000,NE 200 RD,Claflin,67525
-98.6132838,38.65942605000001,0050261400000001000,0000,NE 90 AVE,Hoisington,67544
-98.6096532,38.66612685000001,0050261400000001010,2097,NE 90 AVE,Hoisington,67544
-98.62011584999999,38.6594529,0050261400000003000,000,NE 210 RD,HOISINGTON,67544
-98.61321215,38.64851850000001,0050262300000001000,0000,NE 90 AVE,Claflin,67525
-98.62229059999999,38.64854985,0050262300000003000,1956,NE 80 AVE,Claflin,67525
-98.62228295,38.6413778,0050262300000004000,0000,NE 80 AVE,Claflin,67525
-98.6131934,38.641351650000004,0050262300000005000,1935,NE 90 AVE,Claflin,67525
-98.59468755,38.6486809,0050262400000001000,963,NE 200 RD,Claflin,67525
-98.60380545000001,38.6485625,0050262400000002000,941,NE 200 RD,Claflin,67525
-98.6037924,38.641384200000005,0050262400000003000,1906,NE 90 AVE,Claflin,67525
-98.59920545,38.63412175,0050272500000001000,949,NE 190 RD,Claflin,67525
-98.60379565,38.626884950000004,0050272500000002000,948,NE 180 RD,Claflin,67525
-98.59462445000003,38.62699980000001,0050272500000003000,000,NE 180 RD,Claflin,67525
-98.61547239999999,38.63043005,0050272600000001000,1863,NE 90 AVE,Claflin,67525
-98.6131675,38.625009950000006,0050272600000004000,1825,NE 90 AVE,Claflin,67525
-98.6135176,38.61951075,0050273500000001000,000,NE 180 RD,Claflin,67525
-98.6224741,38.62134795000001,0050273500000003000,000,NE 180 RD,Claflin,67525
-98.62336169999999,38.6124775,0050273500000004000,0000,NE 80 AVE,Claflin,67525
-98.62106184999999,38.61236515000001,0050273500000006000,000,NE 170 RD,Claflin,67525
-98.61436565,38.61053735,0050273500000007000,0000,NE 90 AVE,Claflin,67525
-98.6140272,38.6141197,0050273500000008000,0000,NE 90 AVE,Claflin,67525
-98.59471405,38.621468650000004,0050273600000001000,000,NE 180 RD,Claflin,67525
-98.60626189999999,38.61951725000001,0050273600000003000,000,NE 180 RD,Claflin,67525
-98.60135700000001,38.619577250000006,0050273600000003010,937,NE 180 RD,Claflin,67525
-98.59481545,38.6178923,0050273600000003020,0000,NE 100 AVE,Claflin,67525
-98.60465894999999,38.612354249999996,0050273600000004000,0000,NE 90 RD,Claflin,67525
-98.59500805,38.61246080000001,0050273600000005000,1725,NE 100 AVE,Claflin,67525
-98.4846332,38.692812800000006,0050110100000001000,0000,NE 160 AVE,Holyrood,67450
-98.49373645,38.689197,0050110100000002000,0000,NE 150 AVE,Holyrood,67450
-98.49794250000001,38.6939834,0050110100000002000,0000,NE 150 AVE,Holyrood,67450
-98.48463385000001,38.68519155,0050110100000003000,0000,NE 160 AVE,Holyrood,67450
-98.50295110000002,38.6928199,0050110200000001000,0000,NE 230 RD,Holyrood,67450
-98.51209320000001,38.69281575000001,0050110200000002000,0000,NE 140 AVE,Holyrood,67450
-98.5121701,38.68530385,0050110200000003000,0000,NE 140 AVE,Holyrood,67450
-98.50302735000001,38.685275649999994,0050110200000004000,0000,NE 220 RD,Holyrood,67450
-98.5030843,38.67793815,0050111100000001000,0000,NE 150 AVE,Holyrood,67450
-98.51223975,38.676155949999995,0050111100000002000,2124,NE 140 AVE,Holyrood,67450
-98.51226755000002,38.66895275,0050111100000003000,0000,NE 140 AVE,Holyrood,67450
-98.50310960000002,38.6707193,0050111100000004000,0000,NE 150 AVE,Holyrood,67450
-98.4846418,38.6787966,0050111200000001000,0000,NE 220 RD,Holyrood,67450
-98.4892287,38.67790170000001,0050111200000002000,0000,NE 220 RD,Holyrood,67450
-98.49377620000001,38.6706951,0050111200000004000,0000,NE 150 AVE,Holyrood,67450
-98.48465315000001,38.67249,0050111200000005000,0000,NE 160 AVE,Holyrood,67450
-98.48466010000001,38.6688702,0050111200000006000,0000,NE 160 AVE,Holyrood,67450
-98.52142020000001,38.6927762,0050120300000001000,1359,NE 230 RD,Claflin,67525
-98.53056405000001,38.6927891,0050120300000002000,0000,NE 130 AVE,Claflin,67525
-98.5349961,38.692942050000006,0050120300000002000,0000,NE 130 AVE,Claflin,67525
-98.5306278,38.68531865,0050120300000003000,0000,NE 220 RD,Claflin,67525
-98.52150265,38.6853135,0050120300000004000,0000,NE 220 RD,Claflin,67525
-98.54728885,38.69045735,0050120400000001000,1221,CLEVELAND RD,Claflin,67525
-98.54915835,38.68737135,0050120400000001000,1221,CLEVELAND RD,Claflin,67525
-98.53990855,38.6878591,0050120400000001010,0000,CLEVELAND RD,Claflin,67525
-98.53996595000001,38.68468415,0050120400000001010,0000,CLEVELAND RD,Claflin,67525
-98.53983894999999,38.6928214,0050120400000001020,0000,NE 130 AVE,Claflin,67525
-98.54903265000002,38.69428185,0050120400000002000,1220,CLEVELAND RD,Claflin,67525
-98.5519963,38.69258850000001,0050120400000002000,1220,CLEVELAND RD,Claflin,67525
-98.5377061,38.679823049999996,0050120900000001000,0000,NE 130 AVE,Claflin,67525
-98.54470205,38.67435449999999,0050120900000002000,0000,NE 130 AVE,Claflin,67525
-98.53779305,38.6707904,0050120900000003000,0000,NE 130 AVE,Claflin,67525
-98.5215572,38.67436395,0050121000000001000,0000,NE 130 AVE,Claflin,67525
-98.5329064,38.67204105,0050121000000001010,2140,NE 130 AVE,Claflin,67525
-98.59479125000001,38.69269030000001,0050210100000001000,0000,NE 100 AVE,HOISINGTON,67544
-98.60775969999999,38.69618555000001,0050210100000002000,0000,NE 90 AVE,Hoisington,67544
-98.5993969,38.688600300000004,0050210100000003000,950,NE 220 RD,HOISINGTON,67544
-98.6095712,38.69619260000001,0050210200000001000,2297,NE 90 AVE,Hoisington,67544
-98.6095712,38.69619260000001,0050210200000001000,2299,NE 90 AVE,Hoisington,67544
-98.60957324999998,38.695300050000014,0050210200000002000,2295,NE 90 AVE,Hoisington,67544
-98.61567359999998,38.69261780000001,0050210200000003000,0000,NE 230 RD,HOISINGTON,67544
-98.61798074999999,38.68487945,0050210200000005000,0000,NE 80 AVE,HOISINGTON,67544
-98.6133907,38.677535150000004,0050211100000001000,0000,NE 90 AVE,Hoisington,67544
-98.62024424999998,38.677561850000004,0050211100000002000,000,NE 220 RD,HOISINGTON,67544
-98.6201978,38.670367850000005,0050211100000005000,000,NE 210 RD,HOISINGTON,67544
-98.61334384999999,38.67033825,0050211100000006000,000,NE 210 RD,HOISINGTON,67544
-98.6168905,38.66802560000001,0050211100000006010,856,NE 210 RD,HOISINGTON,67544
-98.59479615000001,38.677757799999995,0050211200000001000,0000,NE 100 AVE,HOISINGTON,67544
-98.59099330000001,38.67806945000001,0050211200000001010,2175,NE 100 AVE,HOISINGTON,67544
-98.60395804999999,38.679416450000005,0050211200000002000,2192,NE 90 AVE,Hoisington,67544
-98.60391809999999,38.672217800000006,0050211200000004000,2136,NE 90 AVE,Hoisington,67544
-98.5947632,38.67055875,0050211200000005000,956,NE 210 RD,HOISINGTON,67544
-98.5130426,38.6876117,0050110200000003010,2234,NE 140 AVE,Holyrood,67450
-98.60815709999999,38.602953649999996,0050910100000002010,1656,NE 90 AVE,Claflin,67525
-98.5829886,38.625433400000006,0050193000000004011,0000,MAIN ST,HITSCHMANN,67525
-98.69680225,38.627283000000006,0050293000000003000,000,NE 180 RD,HOISINGTON,67544
-98.6926019,38.624318650000006,0050293000000003020,448,NE 180 RD,HOISINGTON,67544
-98.73807250000002,38.605311,0050810200000001010,1676,NE 20 AVE,Hoisington,67544
-98.71662575000002,38.624238500000004,0050372500000003010,314,NE 180 RD,HOISINGTON,67544
-98.75013569999999,38.663161900000006,005035150000000200A,135,NE 210 RD,HOISINGTON,67544
-98.74331120000001,38.590571100000005,0050821000000001000,000,NE 160 RD,Hoisington,67544
-98.75247354999999,38.59055165,0050821000000002000,000,NE 160 RD,Hoisington,67544
-98.70635874999999,38.60521165,0050810100000001000,0000,NE 40 AVE,Hoisington,67544
-98.71548895000001,38.6053374,0050810100000002000,0000,NE 30 AVE,Hoisington,67544
-98.71540235,38.5978826,0050810100000003000,306,NE 160 RD,Hoisington,67544
-98.70630035,38.59789930000001,0050810100000004000,000,NE 160 RD,Hoisington,67544
-98.72953164999998,38.605339650000005,0050810200000001000,000,NE 170 RD,Hoisington,67544
-98.73399409999999,38.59789135,0050810200000002000,0000,NE 20 AVE,Hoisington,67544
-98.7248393,38.59787995,0050810200000003000,000,NE 160 RD,Hoisington,67544
-98.72478620000001,38.59055495,0050811100000001000,0000,NE 30 AVE,Hoisington,67544
-98.73393535,38.59057060000001,0050811100000002000,000,NE 160 RD,Hoisington,67544
-98.7039505,38.590582500000004,0050811200000001000,0000,NE 40 AVE,Hoisington,67544
-98.71304020000001,38.590561900000004,0050811200000002000,000,NE 160 RD,Hoisington,67544
-98.74340475000001,38.60528765,0050820300000001000,000,NE 170 RD,Hoisington,67544
-98.75248540000001,38.60517165,0050820300000002000,000,NE 170 RD,Hoisington,67544
-98.75249060000002,38.5978669,0050820300000003000,000,NE 160 RD,Hoisington,67544
-98.74334300000001,38.59788685,0050820300000004000,168,NE 160 RD,Hoisington,67544
-98.7617752,38.6014724,0050820400000001000,00,NE 170 RD,Hoisington,67544
-98.76179735,38.59055295,0050820900000001000,00,NE 160 RD,Hoisington,67544
-98.62340185,38.60158895000001,0050910200000002000,0000,NE 80 AVE,Claflin,67525
-98.62783845,38.60837415,0050910200000003000,0000,NE 80 AVE,Claflin,67525
-98.62079904999999,38.594953450000006,0050910200000004010,836,NE 160 RD,Claflin,67525
-98.6322845,38.59814405000001,0050920300000001000,0000,NE 80 AVE,Claflin,67525
-98.63276565000001,38.6052029,0050920300000001010,000,NE 170 RD,Claflin,67525
-98.6414194,38.5981767,0050920300000001020,0000,NE 70 AVE,Claflin,67525
-98.6419057,38.605230750000004,0050920300000002000,000,NE 170 RD,Hoisington,67544
-98.65578155,38.601584550000005,0050920400000001000,000,NE 170 RD,Hoisington,67544
-98.650735,38.59815415,0050920400000002000,000,NE 160 RD,Claflin,67525
-98.65048924999999,38.59082295,0050920900000001000,1573,NE 70 AVE,Claflin,67525
-98.65961759999999,38.59074965,0050920900000002000,0000,NE 60 AVE,Hoisington,67544
-98.62971884999999,38.587199299999995,0050921000000001000,1555,NE 80 AVE,Claflin,67525
-98.6365943,38.5908302,0050921000000002000,000,NE 160 RD,Claflin,67525
-98.6434749,38.59176245,0050921000000003000,0000,NE 70 AVE,Claflin,67525
-98.64347649999999,38.588160349999995,0050921000000004000,0000,NE 70 AVE,Claflin,67525
-98.6697216,38.60513705000001,0050930500000001000,0000,NE 60 AVE,Hoisington,67544
-98.67887205,38.6050939,0050930500000002000,0000,NE 50 AVE,Hoisington,67544
-98.67834835,38.5979359,0050930500000003000,0000,NE 50 AVE,Hoisington,67544
-98.6692174,38.5980087,0050930500000004000,1615,NE 60 AVE,Hoisington,67544
-98.68834480000001,38.60690190000001,0050930600000001000,000,NE 170 RD,Hoisington,67544
-98.68807894999999,38.603309100000004,0050930600000002000,0000,NE 50 AVE,Hoisington,67544
-98.697386,38.60556895,0050930600000003000,423,NE 170 RD,Hoisington,67544
-98.69705495000001,38.605086,0050930600000004000,000,NE 170 RD,Hoisington,67544
-98.6967666,38.59791065,0050930600000005000,0000,NE 40 AVE,Hoisington,67544
-98.68754394999999,38.596091400000006,0050930600000006000,0000,NE 50 AVE,Hoisington,67544
